year,municipality_name,is_region,crime_code,crime_count
2019,NAVALCARNERO,False,THEFT,190.0
2019,NAVALCARNERO,False,VEHICLE_THEFT,25.0
2019,NAVALCARNERO,False,DRUG_TRAFFICKING,14.0
2019,NAVALCARNERO,False,OTHER_CONVENTIONAL,677.0
2019,NAVALCARNERO,False,CYBERCRIME,135.0
2019,NAVALCARNERO,False,CYBER_FRAUD,125.0
2019,NAVALCARNERO,False,CYBER_OTHER,10.0
2019,NAVALCARNERO,False,TOTAL,1155.0
2019,PARACUELLOS DE JARAMA,False,CONVENTIONAL,860.0
2019,PARACUELLOS DE JARAMA,False,HOM_COMPLETED,0.0
2019,PARACUELLOS DE JARAMA,False,HOM_ATTEMPTED,0.0
2019,PARACUELLOS DE JARAMA,False,INJURY,4.0
2019,PARACUELLOS DE JARAMA,False,KIDNAPPING,1.0
2019,PARACUELLOS DE JARAMA,False,SEXUAL,2.0
2019,PARACUELLOS DE JARAMA,False,SEXUAL_PENETRATION,1.0
2019,PARACUELLOS DE JARAMA,False,SEXUAL_OTHER,1.0
2019,PARACUELLOS DE JARAMA,False,ROBBERY_VIOLENT,13.0
2019,PARACUELLOS DE JARAMA,False,BURGLARY,89.0
2019,PARACUELLOS DE JARAMA,False,BURGLARY_DWELLING,50.0
2019,PARACUELLOS DE JARAMA,False,THEFT,133.0
2019,PARACUELLOS DE JARAMA,False,VEHICLE_THEFT,39.0
2019,PARACUELLOS DE JARAMA,False,DRUG_TRAFFICKING,2.0
2019,PARACUELLOS DE JARAMA,False,OTHER_CONVENTIONAL,577.0
2019,PARACUELLOS DE JARAMA,False,CYBERCRIME,111.0
2019,PARACUELLOS DE JARAMA,False,CYBER_FRAUD,104.0
2019,PARACUELLOS DE JARAMA,False,CYBER_OTHER,7.0
2019,PARACUELLOS DE JARAMA,False,TOTAL,971.0
2019,PARLA,False,CONVENTIONAL,6014.0
2019,PARLA,False,HOM_COMPLETED,1.0
2019,PARLA,False,HOM_ATTEMPTED,1.0
2019,PARLA,False,INJURY,21.0
2019,PARLA,False,KIDNAPPING,0.0
2019,PARLA,False,SEXUAL,38.0
2019,PARLA,False,SEXUAL_PENETRATION,5.0
2019,PARLA,False,SEXUAL_OTHER,33.0
2019,PARLA,False,ROBBERY_VIOLENT,414.0
2019,PARLA,False,BURGLARY,190.0
2019,PARLA,False,BURGLARY_DWELLING,91.0
2019,PARLA,False,THEFT,1597.0
2019,PARLA,False,VEHICLE_THEFT,139.0
2019,PARLA,False,DRUG_TRAFFICKING,20.0
2019,PARLA,False,OTHER_CONVENTIONAL,3593.0
2019,PARLA,False,CYBERCRIME,151.0
2019,PARLA,False,CYBER_FRAUD,120.0
2019,PARLA,False,CYBER_OTHER,31.0
2019,PARLA,False,TOTAL,6165.0
2019,PINTO,False,CONVENTIONAL,2546.0
2019,PINTO,False,HOM_COMPLETED,0.0
2019,PINTO,False,HOM_ATTEMPTED,0.0
2019,PINTO,False,INJURY,18.0
2019,PINTO,False,KIDNAPPING,0.0
2019,PINTO,False,SEXUAL,8.0
2019,PINTO,False,SEXUAL_PENETRATION,1.0
2019,PINTO,False,SEXUAL_OTHER,7.0
2019,PINTO,False,ROBBERY_VIOLENT,97.0
2019,PINTO,False,BURGLARY,157.0
2019,PINTO,False,BURGLARY_DWELLING,105.0
2019,PINTO,False,THEFT,731.0
2019,PINTO,False,VEHICLE_THEFT,24.0
2019,PINTO,False,DRUG_TRAFFICKING,10.0
2019,PINTO,False,OTHER_CONVENTIONAL,1501.0
2019,PINTO,False,CYBERCRIME,153.0
2019,PINTO,False,CYBER_FRAUD,123.0
